id,list,unit,german,fa_text,audio_path
b2-0576,B2 all 12 units,Unit 5,abwesend,غایب,audio/fa/fd3aff318f317d526f.mp3
b2-0577,B2 all 12 units,Unit 5,anwesend,حاضر,audio/fa/fad9778cc2c1b5dcbf.mp3
b2-0578,B2 all 12 units,Unit 5,"die Anzeigenkampagne, -n",کمپاین اعلاناتی,audio/fa/5cb601b6d33b31c1e1.mp3
b2-0579,B2 all 12 units,Unit 5,"der Aufbau, -ten",ساختار؛ برپایی,audio/fa/baad6bff4fa04cc2fb.mp3
b2-0580,B2 all 12 units,Unit 5,"die Ausstellung, -en",نمایشگاه,audio/fa/e9083af6482f9f1e16.mp3
b2-0581,B2 all 12 units,Unit 5,jdn. beauftragen,کسی را موظف ساختن,audio/fa/c8bb4f23c08c5f8068.mp3
b2-0582,B2 all 12 units,Unit 5,"das Beratungsprotokoll, -e",گزارش گفت‌وگوی مشورتی,audio/fa/2174ad9f64ca990cc8.mp3
b2-0583,B2 all 12 units,Unit 5,Druck machen,فشار آوردن,audio/fa/2fddb4773d4da4c2d4.mp3
b2-0584,B2 all 12 units,Unit 5,der Einzelhandel,پرچون‌فروشی,audio/fa/3435aecb466f4f2038.mp3
b2-0585,B2 all 12 units,Unit 5,"das Ergebnisprotokoll, -e",گزارش نتیجه,audio/fa/ef6dc84f25b5511a06.mp3
b2-0586,B2 all 12 units,Unit 5,"das Gesprächsprotokoll, -e",گزارش گفت‌وگو,audio/fa/ee10e71dbeb5bb4bd7.mp3
b2-0587,B2 all 12 units,Unit 5,"der Gesprächstermin, -e",وقت گفت‌وگو,audio/fa/a6a3503497a3ecd607.mp3
b2-0588,B2 all 12 units,Unit 5,hilfsbereit,کمک‌کننده,audio/fa/9bf77c474c4fa6fcc3.mp3
b2-0589,B2 all 12 units,Unit 5,"das Messegespräch, -e",گفت‌وگوی نمایشگاهی,audio/fa/c69fddaa746ed6b12d.mp3
b2-0590,B2 all 12 units,Unit 5,"der Messestand, -stände",غرفه نمایشگاه,audio/fa/8572828c950bc150cb.mp3
b2-0591,B2 all 12 units,Unit 5,"die Möbelmesse, -n",نمایشگاه مبلمان,audio/fa/8b0c1cf555528b7900.mp3
b2-0592,B2 all 12 units,Unit 5,die Protokollführung,نوشتن پروتوکول جلسه,audio/fa/ba2ceeb3843e48f080.mp3
b2-0593,B2 all 12 units,Unit 5,"der Schwerpunkt, -e",تمرکز اصلی,audio/fa/9febcccb834346179e.mp3
b2-0594,B2 all 12 units,Unit 5,"der Standaufbau, -ten",برپایی غرفه,audio/fa/81d24e6c3d3193e115.mp3
b2-0595,B2 all 12 units,Unit 5,"der Teamleiter, -",رهبر تیم مرد,audio/fa/71a17781a941024474.mp3
b2-0596,B2 all 12 units,Unit 5,"die Teamleiterin, -nen",رهبر تیم زن,audio/fa/8fb107c86599e28dc4.mp3
b2-0597,B2 all 12 units,Unit 5,"der Thermosbecher, -",گیلاس/پیاله حرارتی,audio/fa/da42ca32fa15aab69d.mp3
b2-0598,B2 all 12 units,Unit 5,etw. verschenken,هدیه دادن,audio/fa/3de083b8b0b77f44da.mp3
b2-0599,B2 all 12 units,Unit 5,"das Versuchsprotokoll, -e",گزارش آزمایش,audio/fa/cd00cf872cbde63461.mp3
b2-0600,B2 all 12 units,Unit 5,"die Vertriebsabteilung, -en",بخش فروش,audio/fa/9c320188a518b85fe9.mp3
b2-0601,B2 all 12 units,Unit 5,"das Werbegeschenk, -e",تحفه تبلیغاتی,audio/fa/f0e8b79ac179d0938a.mp3
b2-0602,B2 all 12 units,Unit 5,"das Werbevideo, -s",ویدیوی تبلیغاتی,audio/fa/03aaef97ebf9c13dc9.mp3
b2-0603,B2 all 12 units,Unit 5,aggressiv,تهاجمی؛ عصبی,audio/fa/3fc78951b20973563c.mp3
b2-0604,B2 all 12 units,Unit 5,etw. ansprechen,مطرح کردن,audio/fa/83347a48b947afb437.mp3
b2-0605,B2 all 12 units,Unit 5,der Arbeitsalltag,روزمره کاری,audio/fa/09bdcd699b030e91eb.mp3
b2-0606,B2 all 12 units,Unit 5,die Arbeitsatmosphäre,فضای کاری,audio/fa/4a7d0681801c971e58.mp3
b2-0607,B2 all 12 units,Unit 5,auswirken,تأثیر گذاشتن,audio/fa/aebb2ebcca2bf8fdf5.mp3
b2-0608,B2 all 12 units,Unit 5,"die Auswirkung, -en",تأثیر؛ پیامد,audio/fa/5bccfe4cb2e820d977.mp3
b2-0609,B2 all 12 units,Unit 5,etw. beilegen,حل کردن؛ پایان دادن,audio/fa/0eaf20a75431cd4c09.mp3
b2-0610,B2 all 12 units,Unit 5,"der Eindruck, -e",برداشت؛ تأثیر,audio/fa/610ba5bb6200b3b180.mp3
b2-0611,B2 all 12 units,Unit 5,den Eindruck haben,این برداشت را داشتن,audio/fa/75b3230fa2459df32b.mp3
b2-0612,B2 all 12 units,Unit 5,"die Du-Botschaft, -en",پیام با «تو/شما»,audio/fa/957e1ed63caf392f27.mp3
b2-0613,B2 all 12 units,Unit 5,fehlender Respekt,کمبود احترام,audio/fa/72a208c7ac93440c6b.mp3
b2-0614,B2 all 12 units,Unit 5,"die Gemeinsamkeit, -en",وجه مشترک,audio/fa/9765744f49e3d63b54.mp3
b2-0615,B2 all 12 units,Unit 5,"die Ich-Botschaft, -en",پیام با «من»,audio/fa/8ec09a7a543cb751b5.mp3
b2-0616,B2 all 12 units,Unit 5,"der Kompromiss, -e",سازش؛ توافق میانه,audio/fa/9bc7c145c26cdfc9b2.mp3
b2-0617,B2 all 12 units,Unit 5,Kompromisse eingehen,سازش کردن,audio/fa/37e5f43367c49ddd54.mp3
b2-0618,B2 all 12 units,Unit 5,"der Konflikt, -e",درگیری؛ اختلاف,audio/fa/3dca22bbe7efdc5160.mp3
b2-0619,B2 all 12 units,Unit 5,das Konfliktgespräch,گفت‌وگوی حل اختلاف,audio/fa/0966e61af2308ae23c.mp3
b2-0620,B2 all 12 units,Unit 5,kooperativ,همکاری‌کننده,audio/fa/1cf43c9647ec763a29.mp3
b2-0621,B2 all 12 units,Unit 5,der Leistungsdruck,فشار کاری,audio/fa/7906ce637950e887b5.mp3
b2-0622,B2 all 12 units,Unit 5,Lösungen erarbeiten,راه‌حل‌ها را پیدا کردن,audio/fa/7f8520d93ab2948b81.mp3
b2-0623,B2 all 12 units,Unit 5,lüften,هوا دادن,audio/fa/699eb9b8c6d0b47e0d.mp3
b2-0624,B2 all 12 units,Unit 5,"die Meinungsverschiedenheit, -en",اختلاف نظر,audio/fa/6863ba15faac5b9698.mp3
b2-0625,B2 all 12 units,Unit 5,"das Missverständnis, -se",سوءتفاهم,audio/fa/dabaf7a94dfb6b6c99.mp3
b2-0626,B2 all 12 units,Unit 5,etw. nachvollziehen,درک کردن,audio/fa/25cc1977f04877c593.mp3
b2-0627,B2 all 12 units,Unit 5,der Neid,حسادت,audio/fa/f0ea82d9398d02ba77.mp3
b2-0628,B2 all 12 units,Unit 5,nervig,آزاردهنده,audio/fa/59ac24f9f4fe03ad96.mp3
b2-0629,B2 all 12 units,Unit 5,der Respekt,احترام,audio/fa/19d750a4860d702462.mp3
b2-0630,B2 all 12 units,Unit 5,"die Rivalität, -en",رقابت ناسالم,audio/fa/ef47ecdb4d7441b494.mp3
b2-0631,B2 all 12 units,Unit 5,sachlich,بی‌طرفانه؛ عینی,audio/fa/e18e557300a8765138.mp3
b2-0632,B2 all 12 units,Unit 5,"die Spannung, -en",تنش,audio/fa/e11cea2b1150848fe3.mp3
b2-0633,B2 all 12 units,Unit 5,stickig,خفه؛ بی‌هوا,audio/fa/b937db0909c17a63fd.mp3
b2-0634,B2 all 12 units,Unit 5,"die Strategie, -n",استراتژی,audio/fa/5379427a9df1988f58.mp3
b2-0635,B2 all 12 units,Unit 5,"der Streit, -igkeiten",دعوا؛ اختلاف,audio/fa/904164c7f795b0d15f.mp3
b2-0636,B2 all 12 units,Unit 5,"die Überstunde, -n",ساعت اضافه‌کاری,audio/fa/04e04d0c76a37e2d19.mp3
b2-0637,B2 all 12 units,Unit 5,"die Umgangsform, -en",طرز برخورد,audio/fa/1e7ac7b13d211a5b76.mp3
b2-0638,B2 all 12 units,Unit 5,unerträglich,غیرقابل تحمل,audio/fa/87b26dd5e6eaf3edbe.mp3
b2-0639,B2 all 12 units,Unit 5,unpünktlich,بی‌وقت؛ دیرکننده,audio/fa/ab68422e2ec7e8337c.mp3
b2-0640,B2 all 12 units,Unit 5,unsachlich,غیرعینی؛ احساسی,audio/fa/28c9ae7978b3000d84.mp3
b2-0641,B2 all 12 units,Unit 5,unter vier Augen,خصوصی؛ بین دو نفر,audio/fa/67b6b4d62d84b0fb42.mp3
b2-0642,B2 all 12 units,Unit 5,etw./jdn. vergiften,مسموم/خراب کردن,audio/fa/19c22d0dc013f0d5a6.mp3
b2-0643,B2 all 12 units,Unit 5,etw. vermeiden,جلوگیری کردن,audio/fa/8c8ef688b9a71a4142.mp3
b2-0644,B2 all 12 units,Unit 5,Verständnis zeigen für (+ Akk.),درک و همدردی نشان دادن,audio/fa/1e429c31867a1a38a9.mp3
b2-0645,B2 all 12 units,Unit 5,der Zeitdruck,فشار زمانی,audio/fa/25e176833c751bf1b2.mp3
b2-0646,B2 all 12 units,Unit 5,die Aufnahme,ثبت؛ ضبط,audio/fa/c1e59ea8b8a6b46fff.mp3
b2-0647,B2 all 12 units,Unit 5,einen Berg besteigen,از کوه بالا رفتن,audio/fa/60bea225f4b2886999.mp3
b2-0648,B2 all 12 units,Unit 5,"die Butterbrezel, -n",برتسل کره‌ای,audio/fa/61705940f336343843.mp3
b2-0649,B2 all 12 units,Unit 5,der Einstand,پذیرایی شروع کار,audio/fa/9cead050d5a5da7ce9.mp3
b2-0650,B2 all 12 units,Unit 5,"die Einstandsfeier, -n",محفل آغاز کار,audio/fa/2c27f0eb4228898ff2.mp3
b2-0651,B2 all 12 units,Unit 5,sich erholen,استراحت کردن,audio/fa/3f40a7d6983e67be9e.mp3
b2-0652,B2 all 12 units,Unit 5,etw. genehmigen,تصویب/اجازه دادن,audio/fa/3c360a30936f4accda.mp3
b2-0653,B2 all 12 units,Unit 5,"die Kreuzfahrt, -en",سفر دریایی,audio/fa/00dc7e9a1c2aaf3daf.mp3
b2-0654,B2 all 12 units,Unit 5,in der Regel,معمولاً,audio/fa/0ba5503eb6670ed701.mp3
b2-0655,B2 all 12 units,Unit 5,etw. stückeln,تقسیم کردن به بخش‌ها,audio/fa/31f927d14bb419754d.mp3
b2-0656,B2 all 12 units,Unit 5,"der Urlaubsantrag, -anträge",درخواست رخصتی,audio/fa/28637615bea9d0d445.mp3
b2-0657,B2 all 12 units,Unit 5,sich aufhalten,اقامت/توقف کردن,audio/fa/1bcaba0d50071e0c3d.mp3
b2-0658,B2 all 12 units,Unit 5,etw. beklagen,شکایت کردن از,audio/fa/0a8d4aae50a409e512.mp3
b2-0659,B2 all 12 units,Unit 5,zu einem Ergebnis kommen,به نتیجه رسیدن,audio/fa/ca62dadc6ee1e16b07.mp3
b2-0660,B2 all 12 units,Unit 5,das Freizeitverhalten,رفتار در وقت فراغت,audio/fa/bae2834aa2196e591d.mp3
b2-0661,B2 all 12 units,Unit 5,"die Freizeitbeschäftigung, -en",سرگرمی وقت فراغت,audio/fa/e066b94fc3d16ecccd.mp3
b2-0662,B2 all 12 units,Unit 5,der Mittagsschlaf,خواب نیمروزی,audio/fa/16d505e963d4ece70d.mp3
b2-0663,B2 all 12 units,Unit 5,das Multitasking,انجام چند کار همزمان,audio/fa/0522a784514e6e3e17.mp3
b2-0664,B2 all 12 units,Unit 5,repräsentativ,نماینده؛ معتبر آماری,audio/fa/3b2e7f599fc2a38de8.mp3
b2-0665,B2 all 12 units,Unit 5,eine repräsentative Studie,مطالعه نماینده/معتبر آماری,audio/fa/8c83783097282616e2.mp3
b2-0666,B2 all 12 units,Unit 5,"die Stiftung, -en",بنیاد,audio/fa/8389820ba2a49e5449.mp3
b2-0667,B2 all 12 units,Unit 5,etw. unternehmen,انجام دادن,audio/fa/0b3cf462217e856235.mp3
b2-0668,B2 all 12 units,Unit 5,sich etw. vornehmen,قصد کردن؛ برنامه گرفتن,audio/fa/4309b5017e1864f103.mp3
b2-0669,B2 all 12 units,Unit 6,"die Anweisung, -en",هدایت؛ دستور,audio/fa/4b9260cee978ebb0e0.mp3
b2-0670,B2 all 12 units,Unit 6,"das Ersatzfahrzeug, -e",موتر جایگزین,audio/fa/3a1f395e2ed7aeed76.mp3
b2-0671,B2 all 12 units,Unit 6,"das Ersatzteil, -e",پرزه یدکی,audio/fa/2e597800ae4bf920a4.mp3
b2-0672,B2 all 12 units,Unit 6,"das Fahrzeug, -e",وسیله نقلیه,audio/fa/4cd7af6552b237088e.mp3
b2-0673,B2 all 12 units,Unit 6,"der Gebrauchtwagen, -",موتر دست‌دوم,audio/fa/7d1b9c04033711a5c4.mp3
b2-0674,B2 all 12 units,Unit 6,"die Gehaltsabrechnung, -en",برگه معاش,audio/fa/c067eed4328293a58c.mp3
b2-0675,B2 all 12 units,Unit 6,"die Inspektion, -en",معاینه؛ بررسی تخنیکی,audio/fa/71813c500dcb8f9294.mp3
b2-0676,B2 all 12 units,Unit 6,jdn. kontaktieren,با کسی تماس گرفتن,audio/fa/ec6f8197122f7a2c64.mp3
b2-0677,B2 all 12 units,Unit 6,der Kundenservice,خدمات مشتریان,audio/fa/f9e6ee15bb6ce1857e.mp3
b2-0678,B2 all 12 units,Unit 6,etw. lackieren,رنگ کردن,audio/fa/c59361c00c07c878e2.mp3
b2-0679,B2 all 12 units,Unit 6,"der Liefertermin, -e",تاریخ تحویل,audio/fa/55f3b4bf44d7d6b451.mp3
b2-0680,B2 all 12 units,Unit 6,"die Lieferverzögerung, -en",تأخیر در تحویل,audio/fa/fa5fbcdc5cf0efafb5.mp3
b2-0681,B2 all 12 units,Unit 6,"der Montagetermin, -e",وقت نصب,audio/fa/90c6d6fafa962358db.mp3
b2-0682,B2 all 12 units,Unit 6,"der Neuwagen, -",موتر نو,audio/fa/1d0e0cbda6b4db48bf.mp3
b2-0683,B2 all 12 units,Unit 6,preisgünstig,ارزان؛ مناسب از نظر قیمت,audio/fa/3cd2b3b9dbbd3fc747.mp3
b2-0684,B2 all 12 units,Unit 6,"das Reifenlager, -",ذخیره‌گاه تایر,audio/fa/2ef76cf05b33b15b1c.mp3
b2-0685,B2 all 12 units,Unit 6,"der Reparaturauftrag, -aufträge",سفارش ترمیم,audio/fa/b11384d3a253a0adca.mp3
b2-0686,B2 all 12 units,Unit 6,"der Sommerreifen, -",تایر تابستانی,audio/fa/448d1d6fa6053939bc.mp3
b2-0687,B2 all 12 units,Unit 6,verhandeln,مذاکره کردن,audio/fa/f1df0bf6b1cda38cb1.mp3
b2-0688,B2 all 12 units,Unit 6,vermitteln,میانجی‌گری/ترتیب کردن,audio/fa/960e8b359bfae69f29.mp3
b2-0689,B2 all 12 units,Unit 6,"der Vertriebsleiter, -",مدیر فروش مرد,audio/fa/1e7b7e908fa73a8c27.mp3
b2-0690,B2 all 12 units,Unit 6,"die Vertriebsleiterin, -nen",مدیر فروش زن,audio/fa/0b5caf43c62be74b9b.mp3
b2-0691,B2 all 12 units,Unit 6,vorgehen,پیش رفتن؛ عمل کردن,audio/fa/8f3f68c8a6aed96b76.mp3
b2-0692,B2 all 12 units,Unit 6,"der Wagenpark, -s",ناوگان موترها,audio/fa/982cc86de96d437458.mp3
b2-0693,B2 all 12 units,Unit 6,"das Werbegeschenk, -e",تحفه تبلیغاتی,audio/fa/f0e8b79ac179d0938a.mp3
b2-0694,B2 all 12 units,Unit 6,den Wert schätzen,قدر چیزی را دانستن,audio/fa/6fcd8c810b3d928da1.mp3
b2-0695,B2 all 12 units,Unit 6,"der Winterreifen, -",تایر زمستانی,audio/fa/ba5e6c5557c7b2d02d.mp3
b2-0696,B2 all 12 units,Unit 6,etw. anschaffen,خریداری کردن,audio/fa/d928e9f8c2cf8ba07f.mp3
b2-0697,B2 all 12 units,Unit 6,auftauchen,ظاهر شدن؛ پیش آمدن,audio/fa/5a8434d0387387ac69.mp3
b2-0698,B2 all 12 units,Unit 6,daher,بنابراین,audio/fa/67bf661f670a7baa68.mp3
b2-0699,B2 all 12 units,Unit 6,darum,به همین دلیل,audio/fa/9b81b1ba6f804d7187.mp3
b2-0700,B2 all 12 units,Unit 6,die technischen Daten,معلومات تخنیکی,audio/fa/5d263e587a8c4744b5.mp3
b2-0701,B2 all 12 units,Unit 6,dennoch,با وجود این,audio/fa/a36eecf0a62f104cec.mp3
b2-0702,B2 all 12 units,Unit 6,deshalb,بنابراین,audio/fa/67bf661f670a7baa68.mp3
b2-0703,B2 all 12 units,Unit 6,deswegen,به همین خاطر,audio/fa/78ea6be141b7f858bd.mp3
b2-0704,B2 all 12 units,Unit 6,"das Eigengewicht, -e",وزن خودی,audio/fa/f495882c46fe2344dc.mp3
b2-0705,B2 all 12 units,Unit 6,erforderlich,ضروری؛ لازم,audio/fa/ff09d80417bb7e5231.mp3
b2-0706,B2 all 12 units,Unit 6,folglich,در نتیجه,audio/fa/dfb0aa9f2e458b587c.mp3
b2-0707,B2 all 12 units,Unit 6,"die Gewährleistung, -en",ضمانت قانونی,audio/fa/f3476d953cb08d505d.mp3
b2-0708,B2 all 12 units,Unit 6,"die Geschwindigkeit, -en",سرعت,audio/fa/467b469dc794da6c94.mp3
b2-0709,B2 all 12 units,Unit 6,"die Hebebühne, -n",بالابر,audio/fa/3854100cc61f60fcbd.mp3
b2-0710,B2 all 12 units,Unit 6,"die Hubhöhe, -n",ارتفاع بلندکردن,audio/fa/0ee0ff343a9a0e60aa.mp3
b2-0711,B2 all 12 units,Unit 6,"die Kaufentscheidung, -en",تصمیم خرید,audio/fa/ad0083a9dd41a8cfe1.mp3
b2-0712,B2 all 12 units,Unit 6,etw. lagern,ذخیره کردن,audio/fa/7abaf1e7c20c77c92d.mp3
b2-0713,B2 all 12 units,Unit 6,"die Lieferzeit, -en",مدت تحویل,audio/fa/7ec61a37800763192b.mp3
b2-0714,B2 all 12 units,Unit 6,"die Neuanschaffung, -en",خرید جدید,audio/fa/f8d0fb9ce358f3174e.mp3
b2-0715,B2 all 12 units,Unit 6,"das Qualitätsproblem, -e",مشکل کیفیت,audio/fa/440c72a4b117170a7f.mp3
b2-0716,B2 all 12 units,Unit 6,"der Rabatt, -e",تخفیف,audio/fa/27a37044dcd76b4e1f.mp3
b2-0717,B2 all 12 units,Unit 6,"die Raumhöhe, -n",ارتفاع اتاق,audio/fa/0930b4a6d5e7a99d91.mp3
b2-0718,B2 all 12 units,Unit 6,"die Tragfähigkeit, -en",ظرفیت حمل وزن,audio/fa/8822a5e57138cdacb0.mp3
b2-0719,B2 all 12 units,Unit 6,trotzdem,با وجود آن,audio/fa/d87217a5bd06090f69.mp3
b2-0720,B2 all 12 units,Unit 6,überzeugend,قانع‌کننده,audio/fa/ef88b10f640f3fce26.mp3
b2-0721,B2 all 12 units,Unit 6,"die Wartung, -en",سرویس؛ مراقبت تخنیکی,audio/fa/d2482d6162122ba527.mp3
b2-0722,B2 all 12 units,Unit 6,"das Bedienungsproblem, -e",مشکل استفاده,audio/fa/d65021406f4088e43d.mp3
b2-0723,B2 all 12 units,Unit 6,etw. beheben,رفع کردن,audio/fa/5ac59e83fe605d29be.mp3
b2-0724,B2 all 12 units,Unit 6,etw. beseitigen,برطرف کردن,audio/fa/dbe558c24349c619bf.mp3
b2-0725,B2 all 12 units,Unit 6,"der Defekt, -e",نقص؛ خرابی,audio/fa/9580c622eb2e758445.mp3
b2-0726,B2 all 12 units,Unit 6,"das Display, -s",صفحه نمایش,audio/fa/ab7aca651f3a93c841.mp3
b2-0727,B2 all 12 units,Unit 6,"einerseits ..., andererseits ...",از یک طرف ... از طرف دیگر ...,audio/fa/3d7ab07313dfbe5f6f.mp3
b2-0728,B2 all 12 units,Unit 6,"die Einstellung, -en",تنظیمات,audio/fa/98bfeaf6786112d699.mp3
b2-0729,B2 all 12 units,Unit 6,die Elektronik,الکترونیک,audio/fa/e88c1b8fdf8129c688.mp3
b2-0730,B2 all 12 units,Unit 6,etw. entkalken,رسوب‌زدایی کردن,audio/fa/4d75252249352a3aba.mp3
b2-0731,B2 all 12 units,Unit 6,etw. erhitzen,گرم کردن,audio/fa/51a27f2b94c7a64aa8.mp3
b2-0732,B2 all 12 units,Unit 6,etw. herunterladen,دانلود کردن,audio/fa/ffa9b1b027519c9536.mp3
b2-0733,B2 all 12 units,Unit 6,"je ..., desto ...",هرچه ... همان‌قدر ...,audio/fa/18d8f3e025471fd5a3.mp3
b2-0734,B2 all 12 units,Unit 6,"der Kaffeesatzbehälter, -",ظرف تفاله قهوه,audio/fa/9c4d0bea712f331ac1.mp3
b2-0735,B2 all 12 units,Unit 6,die Mechanik,میخانیک,audio/fa/a2184e98fe91780d4c.mp3
b2-0736,B2 all 12 units,Unit 6,"das Menü, -s",منو,audio/fa/a62c225eeb37882ba3.mp3
b2-0737,B2 all 12 units,Unit 6,etw. nachfüllen,دوباره پر کردن,audio/fa/f621acab97ea9152c9.mp3
b2-0738,B2 all 12 units,Unit 6,"die Programmierung, -en",برنامه‌ریزی,audio/fa/b5c185bc78520ff862.mp3
b2-0739,B2 all 12 units,Unit 6,etw. reinigen,پاک کردن,audio/fa/e8936e60e57416ec75.mp3
b2-0740,B2 all 12 units,Unit 6,"die Reinigungstablette, -n",تابلیت پاک‌کننده,audio/fa/91931ebd3841ed13fc.mp3
b2-0741,B2 all 12 units,Unit 6,etw. säubern,پاک‌کاری کردن,audio/fa/1f4dc37e4046db1cae.mp3
b2-0742,B2 all 12 units,Unit 6,sowohl ... als auch ...,هم ... و هم ...,audio/fa/ebda424c49ce3eb5ec.mp3
b2-0743,B2 all 12 units,Unit 6,etw. starten,شروع کردن,audio/fa/b80c4278a5c6b0d0f0.mp3
b2-0744,B2 all 12 units,Unit 6,der Stillstand,توقف کامل,audio/fa/fcf3c99fd63991a158.mp3
b2-0745,B2 all 12 units,Unit 6,"die Störung, -en",اختلال؛ خرابی,audio/fa/5d32e4c975c618ff0a.mp3
b2-0746,B2 all 12 units,Unit 6,umgehend,فوراً,audio/fa/3658673ebbe13c324b.mp3
b2-0747,B2 all 12 units,Unit 6,etw. verwenden,استفاده کردن,audio/fa/d92bb3866d3cc1d658.mp3
b2-0748,B2 all 12 units,Unit 6,etw. warten,سرویس/نگهداری کردن,audio/fa/82e2c40e8e28089194.mp3
b2-0749,B2 all 12 units,Unit 6,"zwar ..., aber ...",درست است که ... اما ...,audio/fa/8dd25792ec69d07463.mp3
b2-0750,B2 all 12 units,Unit 6,"der Drehmomentschlüssel, -",آچار تورک,audio/fa/84be24dc63d1faefe3.mp3
b2-0751,B2 all 12 units,Unit 6,etw. abmontieren,باز کردن؛ جدا کردن,audio/fa/8d88f2cf948dc5ff1b.mp3
b2-0752,B2 all 12 units,Unit 6,"der Aktionstag, -e",روز کمپاین,audio/fa/0359187e31f321516f.mp3
b2-0753,B2 all 12 units,Unit 6,etw. anheben,بلند کردن,audio/fa/ab6fc6be04df42819b.mp3
b2-0754,B2 all 12 units,Unit 6,"der Auszubildende, -n",کارآموز مرد,audio/fa/224925c88501701f35.mp3
b2-0755,B2 all 12 units,Unit 6,"die Auszubildende, -n",کارآموز زن,audio/fa/85ae805fa23e466f1d.mp3
b2-0756,B2 all 12 units,Unit 6,"die Autobatterie, -n",باتری موتر,audio/fa/adf3f998a70f5d70fd.mp3
b2-0757,B2 all 12 units,Unit 6,"der Azubi, -s",کارآموز مرد,audio/fa/224925c88501701f35.mp3
b2-0758,B2 all 12 units,Unit 6,"die Azubi, -s",کارآموز زن,audio/fa/85ae805fa23e466f1d.mp3
b2-0759,B2 all 12 units,Unit 6,die Bremsflüssigkeit,روغن بریک,audio/fa/c201bb91e71fd0274a.mp3
b2-0760,B2 all 12 units,Unit 6,"die Drahtbürste, -n",برس سیمی,audio/fa/d91eb7f53e819414b6.mp3
b2-0761,B2 all 12 units,Unit 6,etw. eindrehen,پیچاندن به داخل,audio/fa/bf7d2054821aaadd6b.mp3
b2-0762,B2 all 12 units,Unit 6,etw. einfetten,چرب کردن,audio/fa/198c3a78878060fe78.mp3
b2-0763,B2 all 12 units,Unit 6,etw. einfüllen,داخل کردن؛ پر کردن,audio/fa/247a7a0cc3e35c2756.mp3
b2-0764,B2 all 12 units,Unit 6,etw. einlagern,انبار کردن,audio/fa/aa9258357738ac6804.mp3
b2-0765,B2 all 12 units,Unit 6,etw. erledigen,انجام دادن,audio/fa/0b3cf462217e856235.mp3
b2-0766,B2 all 12 units,Unit 6,etw. festdrehen,محکم پیچاندن,audio/fa/d8a9062b131da36e5c.mp3
b2-0767,B2 all 12 units,Unit 6,"die Fettkreide, -n",گچ روغنی,audio/fa/25a2875977e4ecd96f.mp3
b2-0768,B2 all 12 units,Unit 6,"das Frostschutzmittel, -",ضدیخ,audio/fa/b2eb6640e272c65436.mp3
b2-0769,B2 all 12 units,Unit 6,"der Kratzer, -",خراش,audio/fa/039e30b4d76b464303.mp3
b2-0770,B2 all 12 units,Unit 6,Kunden aufrufen,مشتریان را صدا زدن,audio/fa/fdda992148c40809d2.mp3
b2-0771,B2 all 12 units,Unit 6,etw. lösen,شل کردن,audio/fa/e42210a6577fa0493d.mp3
b2-0772,B2 all 12 units,Unit 6,"die Mutter, -n",مهره,audio/fa/2f4293faf24155e2b7.mp3
b2-0773,B2 all 12 units,Unit 6,etw. nachfüllen,دوباره پر کردن,audio/fa/f621acab97ea9152c9.mp3
b2-0774,B2 all 12 units,Unit 6,der Ölstand,سطح روغن,audio/fa/2aa070677dde2fad83.mp3
b2-0775,B2 all 12 units,Unit 6,etw. platzieren,قرار دادن,audio/fa/ff245fbeca34e3075f.mp3
b2-0776,B2 all 12 units,Unit 6,"die Probefahrt, -en",رانندگی آزمایشی,audio/fa/bf6ff34c90fd724563.mp3
b2-0777,B2 all 12 units,Unit 6,"das Profil, -e",آج تایر؛ پروفایل,audio/fa/94bb1ba5194aad228e.mp3
b2-0778,B2 all 12 units,Unit 6,"die Rabattaktion, -en",کمپاین تخفیف,audio/fa/ec21b164ccf758205f.mp3
b2-0779,B2 all 12 units,Unit 6,"das Radkreuz, -e",آچار چرخ,audio/fa/97b76644e11341653f.mp3
b2-0780,B2 all 12 units,Unit 6,"die Radnabe, -n",توپی چرخ,audio/fa/103f5738735fa940da.mp3
b2-0781,B2 all 12 units,Unit 6,der Reifendruck,فشار تایر,audio/fa/41d72ad694cd4ecf08.mp3
b2-0782,B2 all 12 units,Unit 6,"das Reifenprofil, -e",آج تایر,audio/fa/a1607e243653f38257.mp3
b2-0783,B2 all 12 units,Unit 6,"der Reifenwechsel, -",تبدیل تایر,audio/fa/26108bf93b7a490e67.mp3
b2-0784,B2 all 12 units,Unit 6,"der Schlagschrauber, -",آچار بادی/برقی,audio/fa/9da9056ba0c8a0bb81.mp3
b2-0785,B2 all 12 units,Unit 6,"die Schraube, -n",پیچ,audio/fa/9104b73333f72acf24.mp3
b2-0786,B2 all 12 units,Unit 6,"der Wagenheber, -",جک موتر,audio/fa/dbe7842eca2dc993a4.mp3
b2-0787,B2 all 12 units,Unit 6,die Abgase,گازهای خروجی,audio/fa/6baeb89fccbe4df5ed.mp3
b2-0788,B2 all 12 units,Unit 6,autonomes Fahren,رانندگی خودکار,audio/fa/75993e1dbc9424d62b.mp3
b2-0789,B2 all 12 units,Unit 6,etw. befürworten,حمایت کردن,audio/fa/4be99bcd601ff68eda.mp3
b2-0790,B2 all 12 units,Unit 6,das Carsharing,استفاده مشترک از موتر,audio/fa/52e296a40998ad2221.mp3
b2-0791,B2 all 12 units,Unit 6,"das Elektroauto, -s",موتر برقی,audio/fa/a0923241391c1ad28e.mp3
